street;housenumber;postcode;suburb;city;lon;lat;full
Landsberger Straße; 6; 12305; Lichtenrade; Berlin; 13.4144681; 52.4080980
Landsberger Straße; 60; 12305; Lichtenrade; Berlin; 13.4144128; 52.4061485
Landsberger Straße; 60A; 12305; Lichtenrade; Berlin; 13.4147150; 52.4061791
Landsberger Straße; 6A; 12305; Lichtenrade; Berlin; 13.4140743; 52.4078676
Landsberger Straße; 7; 12305; Lichtenrade; Berlin; 13.4138462; 52.4080246
Landsberger Straße; 8; 12305; Lichtenrade; Berlin; 13.4136553; 52.4081517
Landsberger Straße; 9; 12305; Lichtenrade; Berlin; 13.4134222; 52.4082815
Landsberger Straße; 9A; 12305; Lichtenrade; Berlin; 13.4134787; 52.4083254
Landsberger Straße; 9B; 12305; Lichtenrade; Berlin; 13.4135283; 52.4083639
Landsberger Straße; 9C; 12305; Lichtenrade; Berlin; 13.4135741; 52.4083998
Landsberger Allee; 23; 10249; ; Berlin; 13.4365455; 52.5259143
Landsberger Allee; 48; 10249; ; Berlin; 13.4416587; 52.5239496
Landsberger Allee; 49; 10249; ; Berlin; 13.4409528; 52.5245729
Landsberger Allee; 56; 10249; ; Berlin; 13.4444667; 52.5249198
Landsberger Allee; 56A; 10249; ; Berlin; 13.4442663; 52.5251230
Landsberger Allee; 56B; 10249; ; Berlin; 13.4448424; 52.5252506
Landsberger Allee; 58; 10249; ; Berlin; 13.4446014; 52.5247379
Landsberger Allee; 60; 10249; ; Berlin; 13.4447386; 52.5245485
Landsberger Allee; 62; 10249; ; Berlin; 13.4454279; 52.5251869
Landsberger Allee; 62A; 10249; ; Berlin; 13.4452253; 52.5253826
Landsberger Allee; 62B; 10249; ; Berlin; 13.4458016; 52.5255103
Landsberger Allee; 63; 10249; ; Berlin; 13.4440225; 52.5254900
Landsberger Allee; 64; 10249; ; Berlin; 13.4455650; 52.5249969
Landsberger Allee; 65; 10249; ; Berlin; 13.4443841; 52.5255970
Landsberger Allee; 66; 10249; ; Berlin; 13.4456969; 52.5248089
Landsberger Allee; 68; 10249; ; Berlin; 13.4463966; 52.5254456
Landsberger Allee; 68A; 10249; ; Berlin; 13.4461905; 52.5256437
Landsberger Allee; 68B; 10249; ; Berlin; 13.4465774; 52.5257203
Landsberger Allee; 68C; 10249; ; Berlin; 13.4468575; 52.5257961
Landsberger Allee; 68D; 10249; ; Berlin; 13.4471186; 52.5258668
Landsberger Allee; 70; 10249; ; Berlin; 13.4465305; 52.5252559
Landsberger Allee; 72; 10249; ; Berlin; 13.4466657; 52.5250650
Landsberger Allee; 77; 10249; ; Berlin; 13.4458981; 52.5263658
Landsberger Allee; 80; 10249; ; Berlin; 13.4488224; 52.5262550
Landsberger Allee; 82; 10249; ; Berlin; 13.4491270; 52.5263382
Landsberger Allee; 84; 10249; ; Berlin; 13.4493896; 52.5264099
Landsberger Allee; 86; 10249; ; Berlin; 13.4496901; 52.5264920
Landsberger Allee; 88; 10249; ; Berlin; 13.4499457; 52.5265618
Landsberger Allee; 90; 10249; ; Berlin; 13.4502547; 52.5266462
Landsberger Allee; 92; 10249; ; Berlin; 13.4505602; 52.5267297
Landsberger Straße; 100; 12623; ; Berlin; 13.6429151; 52.5258558
Landsberger Straße; 100A; 12623; ; Berlin; 13.6432909; 52.5255759
Landsberger Straße; 101; 12623; ; Berlin; 13.6434865; 52.5257103
Landsberger Straße; 102; 12623; ; Berlin; 13.6436821; 52.5258435
Landsberger Straße; 102A; 12623; ; Berlin; 13.6431847; 52.5260428
Landsberger Straße; 103; 12623; ; Berlin; 13.6438396; 52.5259453
Landsberger Straße; 103A; 12623; ; Berlin; 13.6439130; 52.5259953
Landsberger Straße; 103B; 12623; ; Berlin; 13.6434562; 52.5261518
Landsberger Straße; 103C; 12623; ; Berlin; 13.6435425; 52.5262082
Landsberger Straße; 104; 12623; ; Berlin; 13.6439871; 52.5261382
Landsberger Straße; 104A; 12623; ; Berlin; 13.6436584; 52.5263487
Landsberger Straße; 11; 12623; ; Berlin; 13.6218093; 52.5078306
Landsberger Straße; 13; 12623; ; Berlin; 13.6218920; 52.5079585
Landsberger Straße; 138; 12623; ; Berlin; 13.6441106; 52.5257417
Landsberger Straße; 139; 12623; ; Berlin; 13.6442726; 52.5255958
Landsberger Straße; 14; 12623; ; Berlin; 13.6217226; 52.5081823
Landsberger Straße; 140; 12623; ; Berlin; 13.6440359; 52.5255752
Landsberger Straße; 141; 12623; ; Berlin; 13.6438095; 52.5254118
Landsberger Straße; 141A; 12623; ; Berlin; 13.6438280; 52.5251901
Landsberger Straße; 142; 12623; ; Berlin; 13.6434945; 52.5253488
Landsberger Straße; 142A; 12623; ; Berlin; 13.6437054; 52.5250686
Landsberger Straße; 143; 12623; ; Berlin; 13.6434591; 52.5251562
Landsberger Straße; 143A; 12623; ; Berlin; 13.6435679; 52.5248653
Landsberger Straße; 144; 12623; ; Berlin; 13.6431823; 52.5250425
Landsberger Straße; 144A; 12623; ; Berlin; 13.6432647; 52.5247821
Landsberger Straße; 145; 12623; ; Berlin; 13.6429887; 52.5249362
Landsberger Straße; 146; 12623; ; Berlin; 13.6428642; 52.5247645
Landsberger Straße; 146A; 12623; ; Berlin; 13.6431441; 52.5245944
Landsberger Straße; 147; 12623; ; Berlin; 13.6426720; 52.5246238
Landsberger Straße; 148; 12623; ; Berlin; 13.6424050; 52.5245343
Landsberger Straße; 149; 12623; ; Berlin; 13.6418397; 52.5241361
Landsberger Straße; 150; 12623; ; Berlin; 13.6416705; 52.5240280
Landsberger Straße; 150A; 12623; ; Berlin; 13.6415156; 52.5240038
Landsberger Straße; 151; 12623; ; Berlin; 13.6415178; 52.5238312
Landsberger Straße; 152; 12623; ; Berlin; 13.6412093; 52.5237334
Landsberger Straße; 153; 12623; ; Berlin; 13.6412577; 52.5235064
Landsberger Straße; 154; 12623; ; Berlin; 13.6408471; 52.5234136
Landsberger Straße; 155; 12623; ; Berlin; 13.6404426; 52.5230826
Landsberger Straße; 156; 12623; ; Berlin; 13.6400333; 52.5229085
Landsberger Straße; 157; 12623; ; Berlin; 13.6400208; 52.5226418
Landsberger Straße; 157A; 12623; ; Berlin; 13.6397659; 52.5227887
Landsberger Straße; 158; 12623; ; Berlin; 13.6399760; 52.5224446
Landsberger Straße; 158A; 12623; ; Berlin; 13.6396185; 52.5226182
Landsberger Straße; 159; 12623; ; Berlin; 13.6398991; 52.5222574
Landsberger Straße; 159A; 12623; ; Berlin; 13.6397016; 52.5223563
Landsberger Straße; 159B; 12623; ; Berlin; 13.6393701; 52.5224810
Landsberger Straße; 160; 12623; ; Berlin; 13.6393015; 52.5223349
Landsberger Straße; 161; 12623; ; Berlin; 13.6390636; 52.5221980
Landsberger Straße; 162; 12623; ; Berlin; 13.6389018; 52.5219780
Landsberger Straße; 163; 12623; ; Berlin; 13.6387751; 52.5218204
Landsberger Straße; 164; 12623; ; Berlin; 13.6384355; 52.5217886
Landsberger Straße; 164A; 12623; ; Berlin; 13.6385079; 52.5217487
Landsberger Straße; 164B; 12623; ; Berlin; 13.6387418; 52.5216275
Landsberger Straße; 164C; 12623; ; Berlin; 13.6388033; 52.5215931
Landsberger Straße; 165; 12623; ; Berlin; 13.6386065; 52.5214402
Landsberger Straße; 165A; 12623; ; Berlin; 13.6382169; 52.5216627
Landsberger Straße; 166; 12623; ; Berlin; 13.6381338; 52.5214610
Landsberger Straße; 167; 12623; ; Berlin; 13.6378512; 52.5213263
Landsberger Straße; 170; 12623; ; Berlin; 13.6371570; 52.5209906
Landsberger Straße; 170A; 12623; ; Berlin; 13.6370507; 52.5208696
Landsberger Straße; 170B; 12623; ; Berlin; 13.6369621; 52.5208043
Landsberger Straße; 171; 12623; ; Berlin; 13.6367564; 52.5206667
Landsberger Straße; 172; 12623; ; Berlin; 13.6365968; 52.5205582
Landsberger Straße; 173; 12623; ; Berlin; 13.6364189; 52.5204331
Landsberger Straße; 173A; 12623; ; Berlin; 13.6362799; 52.5203288
Landsberger Straße; 174A; 12623; ; Berlin; 13.6359004; 52.5200686
Landsberger Straße; 175; 12623; ; Berlin; 13.6357313; 52.5199499
Landsberger Straße; 175A; 12623; ; Berlin; 13.6355056; 52.5198536
Landsberger Straße; 176A; 12623; ; Berlin; 13.6351886; 52.5195700
Landsberger Straße; 177; 12623; ; Berlin; 13.6350109; 52.5194409
Landsberger Straße; 177A; 12623; ; Berlin; 13.6348541; 52.5193347
Landsberger Straße; 178E; 12623; ; Berlin; 13.6328825; 52.5180097
Landsberger Straße; 178F; 12623; ; Berlin; 13.6327999; 52.5178507
Landsberger Straße; 178G; 12623; ; Berlin; 13.6326472; 52.5177422
Landsberger Straße; 179; 12623; ; Berlin; 13.6320831; 52.5174505
Landsberger Straße; 179A; 12623; ; Berlin; 13.6322324; 52.5174563
Landsberger Straße; 179B; 12623; ; Berlin; 13.6319786; 52.5172842
Landsberger Straße; 179C; 12623; ; Berlin; 13.6316953; 52.5170879
Landsberger Straße; 18; 12623; ; Berlin; 13.6223132; 52.5093112
Landsberger Straße; 180; 12623; ; Berlin; 13.6312578; 52.5168194
Landsberger Straße; 180A; 12623; ; Berlin; 13.6311581; 52.5167435
Landsberger Straße; 181; 12623; ; Berlin; 13.6312581; 52.5165646
Landsberger Straße; 182; 12623; ; Berlin; 13.6308116; 52.5165083
Landsberger Straße; 184; 12623; ; Berlin; 13.6302665; 52.5159815
Landsberger Straße; 185; 12623; ; Berlin; 13.6299887; 52.5159293
Landsberger Straße; 186; 12623; ; Berlin; 13.6299069; 52.5157158
Landsberger Straße; 187; 12623; ; Berlin; 13.6295731; 52.5156429
Landsberger Straße; 187A; 12623; ; Berlin; 13.6294348; 52.5155446
Landsberger Straße; 188; 12623; ; Berlin; 13.6289157; 52.5152316
Landsberger Straße; 189; 12623; ; Berlin; 13.6287578; 52.5150503
Landsberger Straße; 190; 12623; ; Berlin; 13.6285326; 52.5148907
Landsberger Straße; 191; 12623; ; Berlin; 13.6284056; 52.5147799
Landsberger Straße; 192; 12623; ; Berlin; 13.6281036; 52.5146120
Landsberger Straße; 196A; 12623; ; Berlin; 13.6254395; 52.5124551
Landsberger Straße; 197; 12623; ; Berlin; 13.6252599; 52.5123339
Landsberger Straße; 197A; 12623; ; Berlin; 13.6251747; 52.5123811
Landsberger Straße; 198; 12623; ; Berlin; 13.6251989; 52.5122209
Landsberger Straße; 2; 12623; ; Berlin; 13.6204100; 52.5046217
Landsberger Straße; 20; 12623; ; Berlin; 13.6228950; 52.5099534
Landsberger Straße; 200; 12623; ; Berlin; 13.6240491; 52.5112646
Landsberger Straße; 201; 12623; ; Berlin; 13.6239742; 52.5111233
Landsberger Straße; 202; 12623; ; Berlin; 13.6245654; 52.5108354
Landsberger Straße; 205; 12623; ; Berlin; 13.6237169; 52.5100138
Landsberger Straße; 208; 12623; ; Berlin; 13.6233202; 52.5094648
Landsberger Straße; 211; 12623; ; Berlin; 13.6230181; 52.5086727
Landsberger Straße; 266; 12623; ; Berlin; 13.6214461; 52.5048617
Landsberger Straße; 267; 12623; ; Berlin; 13.6208535; 52.5045468
Landsberger Straße; 30; 12623; ; Berlin; 13.6243577; 52.5121361
Landsberger Straße; 31; 12623; ; Berlin; 13.6244997; 52.5122586
Landsberger Straße; 32; 12623; ; Berlin; 13.6247091; 52.5124392
Landsberger Straße; 33; 12623; ; Berlin; 13.6255307; 52.5132805
Landsberger Straße; 34; 12623; ; Berlin; 13.6271108; 52.5145719
Landsberger Straße; 35; 12623; ; Berlin; 13.6277405; 52.5148538
Landsberger Straße; 36; 12623; ; Berlin; 13.6276829; 52.5150425
Landsberger Straße; 37; 12623; ; Berlin; 13.6279258; 52.5150957
Landsberger Straße; 37B; 12623; ; Berlin; 13.6281910; 52.5151660
Landsberger Straße; 38; 12623; ; Berlin; 13.6277492; 52.5154068
Landsberger Straße; 39; 12623; ; Berlin; 13.6281582; 52.5153900
Landsberger Straße; 40; 12623; ; Berlin; 13.6283883; 52.5154853
Landsberger Straße; 40A; 12623; ; Berlin; 13.6279254; 52.5157325
Landsberger Straße; 41; 12623; ; Berlin; 13.6287117; 52.5155113
Landsberger Straße; 42; 12623; ; Berlin; 13.6288755; 52.5156159
Landsberger Straße; 43; 12623; ; Berlin; 13.6287197; 52.5159302
Landsberger Straße; 43A; 12623; ; Berlin; 13.6289140; 52.5158377
Landsberger Straße; 44; 12623; ; Berlin; 13.6292077; 52.5158499
Landsberger Straße; 44A; 12623; ; Berlin; 13.6286660; 52.5161751
Landsberger Straße; 45; 12623; ; Berlin; 13.6291014; 52.5161423
Landsberger Straße; 45A; 12623; ; Berlin; 13.6295510; 52.5161227
Landsberger Straße; 46; 12623; ; Berlin; 13.6299030; 52.5162708
Landsberger Straße; 47; 12623; ; Berlin; 13.6302814; 52.5166016
Landsberger Straße; 47A; 12623; ; Berlin; 13.6304525; 52.5167156
Landsberger Straße; 48; 12623; ; Berlin; 13.6306118; 52.5168391
Landsberger Straße; 49; 12623; ; Berlin; 13.6307901; 52.5169653
Landsberger Straße; 50; 12623; ; Berlin; 13.6309753; 52.5170863
Landsberger Straße; 51; 12623; ; Berlin; 13.6311087; 52.5171866
Landsberger Straße; 51A; 12623; ; Berlin; 13.6311745; 52.5172218
Landsberger Straße; 52; 12623; ; Berlin; 13.6312641; 52.5173338
Landsberger Straße; 52A; 12623; ; Berlin; 13.6312956; 52.5173851
Landsberger Straße; 52B; 12623; ; Berlin; 13.6313802; 52.5174087
Landsberger Straße; 52C; 12623; ; Berlin; 13.6314011; 52.5174590
Landsberger Straße; 53; 12623; ; Berlin; 13.6315940; 52.5175209
Landsberger Straße; 53A; 12623; ; Berlin; 13.6316549; 52.5175586
Landsberger Straße; 53B; 12623; ; Berlin; 13.6317865; 52.5176563
Landsberger Straße; 53C; 12623; ; Berlin; 13.6318482; 52.5176984
Landsberger Straße; 54; 12623; ; Berlin; 13.6319870; 52.5177913
Landsberger Straße; 54A; 12623; ; Berlin; 13.6320420; 52.5178319
Landsberger Straße; 54B; 12623; ; Berlin; 13.6320999; 52.5178721
Landsberger Straße; 54C; 12623; ; Berlin; 13.6321572; 52.5179122
Landsberger Straße; 55; 12623; ; Berlin; 13.6329474; 52.5184714
Landsberger Straße; 55A; 12623; ; Berlin; 13.6330048; 52.5185110
Landsberger Straße; 56; 12623; ; Berlin; 13.6331507; 52.5186590
Landsberger Straße; 56A; 12623; ; Berlin; 13.6331773; 52.5187128
Landsberger Straße; 56B; 12623; ; Berlin; 13.6332608; 52.5187342
Landsberger Straße; 56C; 12623; ; Berlin; 13.6332817; 52.5187887
Landsberger Straße; 56D; 12623; ; Berlin; 13.6335102; 52.5188670
Landsberger Straße; 6; 12623; ; Berlin; 13.6187012; 52.5054756
Landsberger Straße; 62; 12623; ; Berlin; 13.6346391; 52.5196452
Landsberger Straße; 62A; 12623; ; Berlin; 13.6347582; 52.5197347
Landsberger Straße; 63; 12623; ; Berlin; 13.6345415; 52.5198635
Landsberger Straße; 64; 12623; ; Berlin; 13.6345615; 52.5201102
Landsberger Straße; 64A; 12623; ; Berlin; 13.6349401; 52.5198588
Landsberger Straße; 64B; 12623; ; Berlin; 13.6349976; 52.5198993
Landsberger Straße; 65; 12623; ; Berlin; 13.6351323; 52.5199929
Landsberger Straße; 65A; 12623; ; Berlin; 13.6351880; 52.5200316
Landsberger Straße; 65B; 12623; ; Berlin; 13.6347544; 52.5202450
Landsberger Straße; 65C; 12623; ; Berlin; 13.6350903; 52.5203037
Landsberger Straße; 66; 12623; ; Berlin; 13.6353046; 52.5201233
Landsberger Straße; 66A; 12623; ; Berlin; 13.6352156; 52.5204810
Landsberger Straße; 67; 12623; ; Berlin; 13.6354570; 52.5203227
Landsberger Straße; 68; 12623; ; Berlin; 13.6357018; 52.5204013
Landsberger Straße; 68A; 12623; ; Berlin; 13.6357621; 52.5204438
Landsberger Straße; 68B; 12623; ; Berlin; 13.6354072; 52.5206333
Landsberger Straße; 69; 12623; ; Berlin; 13.6358315; 52.5205886
Landsberger Straße; 69A; 12623; ; Berlin; 13.6354577; 52.5207944
Landsberger Straße; 7; 12623; ; Berlin; 13.6193879; 52.5062851
Landsberger Straße; 70; 12623; ; Berlin; 13.6361174; 52.5206853
Landsberger Straße; 71; 12623; ; Berlin; 13.6364416; 52.5209105
Landsberger Straße; 72; 12623; ; Berlin; 13.6367523; 52.5211544
Landsberger Straße; 73; 12623; ; Berlin; 13.6369744; 52.5214694
Landsberger Straße; 74; 12623; ; Berlin; 13.6370947; 52.5216495
Landsberger Straße; 75; 12623; ; Berlin; 13.6374943; 52.5216592
Landsberger Straße; 75A; 12623; ; Berlin; 13.6370613; 52.5219491
Landsberger Straße; 76; 12623; ; Berlin; 13.6377865; 52.5217699
Landsberger Straße; 76B; 12623; ; Berlin; 13.6374047; 52.5222372
Landsberger Straße; 77; 12623; ; Berlin; 13.6379425; 52.5219345
Landsberger Straße; 78; 12623; ; Berlin; 13.6380982; 52.5220829
Landsberger Straße; 79; 12623; ; Berlin; 13.6383004; 52.5221995
Landsberger Straße; 79A; 12623; ; Berlin; 13.6378416; 52.5224695
Landsberger Straße; 8; 12623; ; Berlin; 13.6200940; 52.5061640
Landsberger Straße; 80; 12623; ; Berlin; 13.6385200; 52.5223450
Landsberger Straße; 80A; 12623; ; Berlin; 13.6380518; 52.5225984
Landsberger Straße; 81; 12623; ; Berlin; 13.6387188; 52.5224779
Landsberger Straße; 81A; 12623; ; Berlin; 13.6388689; 52.5225716
Landsberger Straße; 83; 12623; ; Berlin; 13.6395425; 52.5229742
Landsberger Straße; 84; 12623; ; Berlin; 13.6394987; 52.5232446
Landsberger Straße; 85; 12623; ; Berlin; 13.6396895; 52.5233576
Landsberger Straße; 86; 12623; ; Berlin; 13.6400953; 52.5233988
Landsberger Straße; 87; 12623; ; Berlin; 13.6401013; 52.5236419
Landsberger Straße; 87A; 12623; ; Berlin; 13.6397898; 52.5238227
Landsberger Straße; 87B; 12623; ; Berlin; 13.6404707; 52.5236732
Landsberger Straße; 88; 12623; ; Berlin; 13.6400903; 52.5238766
Landsberger Straße; 89; 12623; ; Berlin; 13.6404356; 52.5239319
Landsberger Straße; 9; 12623; ; Berlin; 13.6210261; 52.5070727
Landsberger Straße; 90; 12623; ; Berlin; 13.6407410; 52.5239973
Landsberger Straße; 91; 12623; ; Berlin; 13.6408793; 52.5241829
Landsberger Straße; 92; 12623; ; Berlin; 13.6411407; 52.5242707
Landsberger Straße; 94; 12623; ; Berlin; 13.6419292; 52.5246778
Landsberger Straße; 94A; 12623; ; Berlin; 13.6419829; 52.5248447
Landsberger Straße; 95; 12623; ; Berlin; 13.6419678; 52.5251286
Landsberger Straße; 96; 12623; ; Berlin; 13.6425076; 52.5250484
Landsberger Straße; 96A; 12623; ; Berlin; 13.6423977; 52.5251098
Landsberger Straße; 96B; 12623; ; Berlin; 13.6421450; 52.5252423
Landsberger Straße; 97; 12623; ; Berlin; 13.6423207; 52.5253602
Landsberger Straße; 97A; 12623; ; Berlin; 13.6426694; 52.5251778
Landsberger Straße; 97B; 12623; ; Berlin; 13.6424645; 52.5253819
Landsberger Straße; 98; 12623; ; Berlin; 13.6425854; 52.5254895
Landsberger Straße; 99; 12623; ; Berlin; 13.6427447; 52.5256683
Landsberger Allee; 101; 10407; Prenzlauer Berg; Berlin; 13.4516063; 52.5279281
Landsberger Allee; 117; 10407; Prenzlauer Berg; Berlin; 13.4559153; 52.5290540
Landsberger Allee; 117A; 10407; Prenzlauer Berg; Berlin; 13.4563222; 52.5289723
Landsberger Allee; 117B; 10407; Prenzlauer Berg; Berlin; 13.4569662; 52.5290923
Landsberger Allee; 119; 10407; Prenzlauer Berg; Berlin; 13.4578643; 52.5294001
Landsberger Allee; 121; 10407; Prenzlauer Berg; Berlin; 13.4591759; 52.5296318
Landsberger Allee; 123; 10407; Prenzlauer Berg; Berlin; 13.4593381; 52.5296671
Landsberger Allee; 125; 10407; Prenzlauer Berg; Berlin; 13.4594974; 52.5297017
Landsberger Allee; 127; 10407; Prenzlauer Berg; Berlin; 13.4597048; 52.5297468
Landsberger Allee; 97; 10407; Prenzlauer Berg; Berlin; 13.4507737; 52.5276448
Landsberger Allee; 99A; 10407; Prenzlauer Berg; Berlin; 13.4509915; 52.5276978
Landsberger Allee; 99B; 10407; Prenzlauer Berg; Berlin; 13.4512009; 52.5277568
Landsberger Allee; 99C; 10407; Prenzlauer Berg; Berlin; 13.4514273; 52.5278200
Landsberger Allee; 370; 12681; ; Berlin; 13.5202854; 52.5354108
Landsberger Allee; 372; 12681; ; Berlin; 13.5210066; 52.5354703
Landsberger Allee; 374; 12681; ; Berlin; 13.5212837; 52.5353613
Landsberger Allee; 390; 12681; ; Berlin; 13.5263235; 52.5365142
Landsberger Allee; 392; 12681; ; Berlin; 13.5270453; 52.5366488
Landsberger Allee; 394; 12681; ; Berlin; 13.5278143; 52.5368580
Landsberger Allee; 494; 12685; ; Berlin; 13.5651778; 52.5440409
Landsberger Allee; 526; 12681; ; Berlin; 13.5689884; 52.5448881
Landsberger Allee; 554; 12681; ; Berlin; 13.5778973; 52.5471161
Landsberger Allee; 576; 12681; ; Berlin; 13.5816651; 52.5478666
Landsberger Allee; 445; 12679; ; Berlin; 13.5584794; 52.5461855
Landsberger Allee; 447; 12679; ; Berlin; 13.5584312; 52.5460581
Landsberger Allee; 449; 12679; ; Berlin; 13.5583898; 52.5459296
Landsberger Allee; 451; 12679; ; Berlin; 13.5583380; 52.5458028
Landsberger Allee; 453; 12679; ; Berlin; 13.5583964; 52.5456455
Landsberger Allee; 455; 12679; ; Berlin; 13.5586660; 52.5456090
Landsberger Allee; 457; 12679; ; Berlin; 13.5588356; 52.5455862
Landsberger Allee; 459; 12679; ; Berlin; 13.5590112; 52.5455626
Landsberger Allee; 461; 12679; ; Berlin; 13.5592475; 52.5455181
Landsberger Allee; 463; 12679; ; Berlin; 13.5594564; 52.5454901
Landsberger Allee; 465; 12679; ; Berlin; 13.5596640; 52.5454623
Landsberger Allee; 467; 12679; ; Berlin; 13.5598736; 52.5454342
Landsberger Allee; 467A; 12679; ; Berlin; 13.5594324; 52.5459983
Landsberger Allee; 467B; 12679; ; Berlin; 13.5598857; 52.5458725
Landsberger Allee; 469; 12679; ; Berlin; 13.5603259; 52.5454111
Landsberger Allee; 471; 12679; ; Berlin; 13.5605344; 52.5453835
Landsberger Allee; 473; 12679; ; Berlin; 13.5607421; 52.5453560
Landsberger Allee; 475; 12679; ; Berlin; 13.5609505; 52.5453285
Landsberger Allee; 477; 12679; ; Berlin; 13.5611641; 52.5453135
Landsberger Allee; 479; 12679; ; Berlin; 13.5613720; 52.5452855
Landsberger Allee; 481; 12679; ; Berlin; 13.5615812; 52.5452572
Landsberger Allee; 483; 12679; ; Berlin; 13.5617877; 52.5452294
Landsberger Allee; 485; 12679; ; Berlin; 13.5619993; 52.5452111
Landsberger Allee; 487; 12679; ; Berlin; 13.5622102; 52.5451824
Landsberger Allee; 489; 12679; ; Berlin; 13.5624189; 52.5451540
Landsberger Allee; 491; 12679; ; Berlin; 13.5626267; 52.5451257
Landsberger Allee; 493; 12679; ; Berlin; 13.5650082; 52.5450144
Landsberger Allee; 495; 12679; ; Berlin; 13.5657785; 52.5449811
Landsberger Allee; 497; 12679; ; Berlin; 13.5659849; 52.5450298
Landsberger Allee; 497A; 12679; ; Berlin; 13.5658350; 52.5452507
Landsberger Allee; 499; 12679; ; Berlin; 13.5662920; 52.5450746
Landsberger Allee; 499A; 12679; ; Berlin; 13.5661040; 52.5453108
Landsberger Allee; 501; 12679; ; Berlin; 13.5665566; 52.5451173
Landsberger Allee; 503; 12679; ; Berlin; 13.5666107; 52.5452767
Landsberger Allee; 507; 12679; ; Berlin; 13.5669889; 52.5455413
Landsberger Allee; 509; 12679; ; Berlin; 13.5670927; 52.5452875
Landsberger Allee; 511; 12679; ; Berlin; 13.5673459; 52.5453308
Landsberger Allee; 513; 12679; ; Berlin; 13.5675185; 52.5456467
Landsberger Allee; 515; 12679; ; Berlin; 13.5677419; 52.5453790
